TimeElapsed,gpsLock,TimeLocal,Lat,Long,Alt,RoC,GndSpd,GndCrs,Acc,nSats,ExtTemp,BatTemp,IntTemp,Pres,PresAlt,PresRoC,BatVolt,BatCap,BatHeat,StateParachute,StateUpperCut,StateLowerCut
8.5,T,71542.0,4645.19189,-11818.50293,294.67,0.00,0.00,0.0,6.10,0,8.92,12.11,0.00,0.00,0.00,0.00,2.67,0.00,0.00,Wait,Wait,Wait
8.9,T,71543.0,4645.19141,-11818.50293,293.95,-0.08,0.06,0.0,5.05,19,8.88,11.94,15.69,97.87,293.05,0.00,4.16,100.00,0.00,Wait,Wait,Wait
9.4,T,71543.5,4645.19141,-11818.50293,294.21,-0.19,0.08,0.0,4.83,19,8.83,11.74,15.73,97.89,291.67,-0.87,4.16,100.00,0.00,Wait,Wait,Wait
9.9,T,71544.0,4645.19141,-11818.50293,294.69,-0.13,0.19,0.3,4.60,19,8.78,11.56,15.73,97.89,291.41,-0.79,4.15,99.92,0.00,Wait,Wait,Wait
10.4,T,71544.5,4645.19141,-11818.50293,294.69,-0.10,0.02,0.3,4.47,19,8.73,11.40,15.73,97.88,292.19,-0.21,4.16,100.00,0.00,Wait,Wait,Wait
10.9,T,71545.0,4645.19141,-11818.50293,294.77,-0.05,0.03,0.3,4.33,19,8.68,11.26,15.72,97.89,291.67,-0.41,4.16,100.00,0.00,Wait,Wait,Wait
11.4,T,71545.5,4645.19189,-11818.50293,294.83,-0.06,0.01,0.3,4.10,19,8.64,11.14,15.70,97.88,292.28,-0.01,4.16,100.00,0.00,Wait,Wait,Wait
11.9,T,71546.0,4645.19189,-11818.50293,294.64,-0.09,0.04,0.3,3.97,19,8.60,11.02,15.70,97.89,291.67,-0.31,4.15,99.93,0.00,Wait,Wait,Wait
12.4,T,71546.5,4645.19189,-11818.50293,294.62,-0.08,0.03,0.3,3.83,19,8.55,10.92,15.69,97.88,292.02,-0.07,4.16,100.00,0.00,Wait,Wait,Wait
12.9,T,71547.0,4645.19189,-11818.50293,294.38,-0.05,0.01,0.3,3.69,19,8.51,10.83,15.67,97.89,291.50,-0.31,4.15,99.87,0.00,Wait,Wait,Wait
13.4,T,71547.5,4645.19189,-11818.50195,294.47,0.00,0.04,0.3,3.55,18,8.48,10.75,15.66,97.89,291.50,-0.23,4.16,100.00,0.00,Wait,Wait,Wait
13.9,T,71548.0,4645.19189,-11818.50195,294.40,-0.02,0.03,0.3,3.47,18,8.44,10.67,15.65,97.89,291.24,-0.30,4.16,100.00,0.00,Wait,Wait,Wait
14.4,T,71548.5,4645.19189,-11818.50195,294.42,-0.03,0.04,0.3,3.33,18,8.41,10.61,15.63,97.89,291.93,0.12,4.16,100.00,0.00,Wait,Wait,Wait
14.9,T,71549.0,4645.19189,-11818.50195,294.34,-0.03,0.06,0.3,3.24,18,8.38,10.54,15.61,97.89,291.41,-0.17,4.15,99.93,0.00,Wait,Wait,Wait
15.4,T,71549.5,4645.19189,-11818.50195,294.33,-0.04,0.02,0.3,3.11,18,8.35,10.48,15.60,97.88,292.02,0.18,4.16,99.98,0.00,Wait,Wait,Wait
15.9,T,71550.0,4645.19238,-11818.50195,294.30,-0.06,0.02,0.3,3.11,18,8.32,10.43,15.59,97.89,291.50,-0.13,4.15,99.87,0.00,Wait,Wait,Wait
16.4,T,71550.5,4645.19238,-11818.50195,294.31,-0.02,0.02,0.3,3.02,18,8.29,10.38,15.57,97.89,291.50,-0.09,4.16,100.00,0.00,Wait,Wait,Wait
16.9,T,71551.0,4645.19238,-11818.50195,294.43,0.02,0.03,0.3,2.97,18,8.27,10.34,15.55,97.89,291.24,-0.20,4.16,100.00,0.00,Wait,Wait,Wait
17.4,T,71551.5,4645.19238,-11818.50195,294.52,0.05,0.03,0.3,2.97,18,8.24,10.30,15.55,97.89,291.33,-0.11,4.16,100.00,0.00,Wait,Wait,Wait
17.9,T,71552.0,4645.19238,-11818.50195,294.51,0.11,0.02,0.3,2.97,18,8.22,10.26,15.52,97.89,291.76,0.14,4.15,99.93,0.00,Wait,Wait,Wait
18.4,T,71552.5,4645.19238,-11818.50195,294.57,0.09,0.06,0.3,2.88,18,8.19,10.22,15.50,97.89,291.59,0.02,4.15,99.93,0.00,Wait,Wait,Wait
18.9,T,71553.0,4645.19238,-11818.50195,294.60,0.08,0.07,0.3,2.88,18,8.17,10.20,15.49,97.89,291.50,-0.03,4.16,100.00,0.00,Wait,Wait,Wait
19.4,T,71553.5,4645.19238,-11818.50195,294.58,0.08,0.03,0.3,2.88,18,8.14,10.16,15.47,97.89,291.41,-0.07,4.16,100.00,0.00,Wait,Wait,Wait
19.9,T,71554.0,4645.19238,-11818.50195,294.58,0.04,0.01,0.3,2.88,18,8.12,10.14,15.46,97.89,291.50,-0.01,4.16,100.00,0.00,Wait,Wait,Wait
20.4,T,71554.5,4645.19238,-11818.50195,294.63,0.03,0.05,0.3,2.88,18,8.10,10.11,15.44,97.89,291.59,0.04,4.16,100.00,0.00,Wait,Wait,Wait
20.9,T,71555.0,4645.19238,-11818.50195,294.65,0.05,0.09,0.3,2.88,18,8.07,10.09,15.43,97.90,290.98,-0.28,4.16,100.00,0.00,Wait,Wait,Wait
21.4,T,71555.5,4645.19238,-11818.50195,294.58,-0.06,0.01,0.3,2.88,18,8.05,10.07,15.41,97.89,291.50,0.05,4.15,99.93,0.00,Wait,Wait,Wait
21.9,T,71556.0,4645.19238,-11818.50195,294.55,0.02,0.03,0.3,2.83,18,8.03,10.04,15.40,97.89,291.84,0.21,4.16,100.00,0.00,Wait,Wait,Wait
22.4,T,71556.5,4645.19238,-11818.50195,294.55,0.07,0.03,0.3,2.83,18,8.00,10.02,15.39,97.89,291.07,-0.22,4.15,99.93,0.00,Wait,Wait,Wait
22.9,T,71557.0,4645.19238,-11818.50195,294.50,0.01,0.03,0.3,2.83,18,7.98,10.01,15.37,97.89,291.76,0.18,4.16,100.00,0.00,Wait,Wait,Wait
23.4,T,71557.5,4645.19238,-11818.50195,294.52,0.03,0.04,0.3,2.75,18,7.96,9.99,15.36,97.89,291.67,0.09,4.16,100.00,0.00,Wait,Wait,Wait
23.9,T,71558.0,4645.19238,-11818.50195,294.53,-0.03,0.09,0.3,2.75,18,7.94,9.99,15.35,97.90,290.38,-0.57,4.16,99.98,0.00,Wait,Wait,Wait
24.4,T,71558.5,4645.19238,-11818.50195,294.61,-0.01,0.10,0.3,2.75,18,7.92,9.97,15.34,97.89,291.59,0.16,4.16,100.00,0.00,Wait,Wait,Wait
24.9,T,71559.0,4645.19238,-11818.50195,294.67,-0.14,0.09,0.3,2.69,18,7.91,9.96,15.33,97.90,290.55,-0.40,4.16,100.00,0.00,Wait,Wait,Wait
25.4,T,71559.5,4645.19238,-11818.50195,294.71,-0.15,0.04,0.3,2.69,18,7.89,9.95,15.31,97.89,291.59,0.21,4.15,99.93,0.00,Wait,Wait,Wait
25.9,T,71600.0,4645.19238,-11818.50195,294.74,-0.11,0.01,0.3,2.69,18,7.87,9.94,15.30,97.89,291.41,0.07,4.16,100.00,0.00,Wait,Wait,Wait
26.4,T,71600.5,4645.19238,-11818.50195,294.68,0.06,0.11,0.3,2.61,18,7.85,9.92,15.29,97.89,291.07,-0.12,4.16,100.00,0.00,Wait,Wait,Wait
26.9,T,71601.0,4645.19238,-11818.50195,294.60,-0.01,0.01,0.3,2.56,18,7.83,9.91,15.28,97.89,291.41,0.08,4.15,99.87,0.00,Wait,Wait,Wait
27.4,T,71601.5,4645.19238,-11818.50195,294.38,0.10,0.01,0.3,2.47,18,7.82,9.90,15.27,97.89,291.16,-0.07,4.16,99.98,0.00,Wait,Wait,Wait
27.9,T,71602.0,4645.19238,-11818.50195,294.15,0.12,0.03,0.3,2.39,18,7.80,9.89,15.27,97.89,291.16,-0.05,4.16,100.00,0.00,Wait,Wait,Wait
28.4,T,71602.5,4645.19238,-11818.50195,293.86,-0.02,0.02,0.3,2.33,18,7.78,9.87,15.25,97.88,292.28,0.52,4.16,100.00,0.00,Wait,Wait,Wait
28.9,T,71603.0,4645.19238,-11818.50195,293.64,0.01,0.01,0.3,2.25,18,7.76,9.86,15.24,97.89,291.50,0.01,4.16,100.00,0.00,Wait,Wait,Wait
29.4,T,71603.5,4645.19238,-11818.50195,293.50,0.04,0.03,0.3,2.16,18,7.74,9.84,15.23,97.89,291.33,-0.08,4.16,100.00,0.00,Wait,Wait,Wait
29.9,T,71604.0,4645.19238,-11818.50195,293.28,0.00,0.02,0.3,2.11,18,7.72,9.83,15.23,97.90,290.64,-0.41,4.15,99.93,0.00,Wait,Wait,Wait
30.4,T,71604.5,4645.19238,-11818.50195,293.02,0.01,0.02,0.3,2.02,19,7.70,9.81,15.22,97.88,292.02,0.38,4.15,99.93,0.00,Wait,Wait,Wait
30.9,T,71605.0,4645.19238,-11818.50195,292.92,0.10,0.01,0.3,2.02,19,7.68,9.80,15.21,97.89,291.41,-0.02,4.16,100.00,0.00,Wait,Wait,Wait
31.4,T,71605.5,4645.19238,-11818.50195,292.86,0.13,0.02,0.3,2.02,19,7.67,9.79,15.21,97.89,291.41,-0.01,4.16,100.00,0.00,Wait,Wait,Wait
31.9,T,71606.0,4645.19238,-11818.50195,292.84,0.09,0.03,0.3,1.97,19,7.65,9.79,15.20,97.89,291.41,-0.01,4.16,100.00,0.00,Wait,Wait,Wait
32.4,T,71606.5,4645.19238,-11818.50195,292.80,-0.03,0.02,0.3,1.89,19,7.63,9.78,15.19,97.89,291.24,-0.09,4.16,99.98,0.00,Wait,Wait,Wait
32.9,T,71607.0,4645.19238,-11818.50195,292.73,-0.03,0.02,0.3,1.89,19,7.61,9.77,15.19,97.89,291.93,0.27,4.16,100.00,0.00,Wait,Wait,Wait
33.4,T,71607.5,4645.19238,-11818.50195,292.70,-0.01,0.04,0.3,1.87,19,7.59,9.77,15.18,97.88,292.10,0.29,4.16,100.00,0.00,Wait,Wait,Wait
33.9,T,71608.0,4645.19238,-11818.50195,292.64,-0.01,0.03,0.3,1.87,19,7.58,9.76,15.18,97.89,291.59,-0.04,4.16,100.00,0.00,Wait,Wait,Wait
34.4,T,71608.5,4645.19238,-11818.50195,292.64,0.06,0.01,0.3,1.77,19,7.56,9.76,15.17,97.89,291.41,-0.12,4.16,99.98,0.00,Wait,Wait,Wait
34.9,T,71609.0,4645.19238,-11818.50195,292.64,0.03,0.01,0.3,1.76,19,7.54,9.75,15.17,97.89,291.76,0.08,4.16,100.00,0.00,Wait,Wait,Wait
35.4,T,71609.5,4645.19238,-11818.50195,292.61,-0.01,0.00,0.3,1.75,19,7.52,9.75,15.16,97.89,291.76,0.06,4.16,99.98,0.00,Wait,Wait,Wait
35.9,T,71610.0,4645.19238,-11818.50195,292.56,-0.03,0.04,0.3,1.75,19,7.51,9.74,15.16,97.89,291.33,-0.17,4.16,100.00,0.00,Wait,Wait,Wait
36.4,T,71610.5,4645.19238,-11818.50195,292.44,-0.06,0.00,0.3,1.75,18,7.49,9.74,15.15,97.89,291.33,-0.13,4.16,99.98,0.00,Wait,Wait,Wait
36.9,T,71611.0,4645.19238,-11818.50195,292.34,-0.03,0.01,0.3,1.74,18,7.47,9.73,15.13,97.90,290.98,-0.27,4.16,100.00,0.00,Wait,Wait,Wait
37.4,T,71611.5,4645.19238,-11818.50195,292.27,-0.05,0.02,0.3,1.74,18,7.46,9.71,15.13,97.89,291.67,0.14,4.16,100.00,0.00,Wait,Wait,Wait
37.9,T,71612.0,4645.19238,-11818.50195,292.29,-0.00,0.03,0.3,1.73,18,7.44,9.70,15.13,97.88,292.28,0.41,4.16,100.00,0.00,Wait,Wait,Wait
38.4,T,71612.5,4645.19238,-11818.50195,292.31,0.03,0.02,0.3,1.73,17,7.43,9.70,15.12,97.90,290.98,-0.34,4.16,100.00,0.00,Wait,Wait,Wait
38.9,T,71613.0,4645.19238,-11818.50195,292.34,0.04,0.01,0.3,1.73,17,7.41,9.69,15.11,97.89,291.07,-0.21,4.16,99.98,0.00,Wait,Wait,Wait
39.4,T,71613.5,4645.19238,-11818.50195,292.44,0.06,0.01,0.3,1.73,17,7.40,9.69,15.11,97.89,291.59,0.10,4.16,100.00,0.00,Wait,Wait,Wait
39.9,T,71614.0,4645.19238,-11818.50195,292.50,0.04,0.01,0.3,1.73,17,7.38,9.68,15.10,97.89,291.84,0.21,4.16,100.00,0.00,Wait,Wait,Wait
40.4,T,71614.5,4645.19238,-11818.50195,292.55,-0.04,0.03,0.3,1.72,17,7.37,9.68,15.09,97.89,291.76,0.11,4.16,100.00,0.00,Wait,Wait,Wait
40.9,T,71615.0,4645.19238,-11818.50195,292.51,-0.08,0.02,0.3,1.72,17,7.36,9.68,15.09,97.89,291.16,-0.22,4.16,100.00,0.00,Wait,Wait,Wait
41.4,T,71615.5,4645.19238,-11818.50195,292.51,-0.07,0.00,0.3,1.72,17,7.34,9.68,15.08,97.89,291.59,0.05,4.16,100.00,0.00,Wait,Wait,Wait
41.9,T,71616.0,4645.19238,-11818.50195,292.40,-0.06,0.03,0.3,1.72,17,7.33,9.68,15.08,97.90,290.73,-0.39,4.15,99.93,0.00,Wait,Wait,Wait
42.4,T,71616.5,4645.19238,-11818.50195,292.31,-0.07,0.05,0.3,1.71,18,7.32,9.68,15.08,97.89,291.50,0.09,4.15,99.93,0.00,Wait,Wait,Wait
42.9,T,71617.0,4645.19238,-11818.50195,292.14,-0.07,0.02,0.3,1.71,18,7.30,9.68,15.07,97.89,291.41,0.02,4.16,100.00,0.00,Wait,Wait,Wait
43.4,T,71617.5,4645.19238,-11818.50195,292.14,-0.07,0.04,0.3,1.71,17,7.29,9.69,15.06,97.89,291.16,-0.11,4.16,100.00,0.00,Wait,Wait,Wait
43.9,T,71618.0,4645.19238,-11818.50195,292.12,-0.07,0.04,0.3,1.63,17,7.28,9.69,15.06,97.89,291.07,-0.13,4.16,100.00,0.00,Wait,Wait,Wait
44.4,T,71618.5,4645.19238,-11818.50195,292.14,-0.05,0.04,0.3,1.62,17,7.27,9.70,15.06,97.90,290.73,-0.27,4.15,99.87,0.00,Wait,Wait,Wait
44.9,T,71619.0,4645.19238,-11818.50195,292.11,-0.01,0.03,0.3,1.62,17,7.25,9.70,15.05,97.89,291.24,0.06,4.16,100.00,0.00,Wait,Wait,Wait
45.4,T,71619.5,4645.19238,-11818.50195,292.05,-0.03,0.00,0.3,1.62,17,7.24,9.71,15.05,97.89,291.50,0.17,4.16,100.00,0.00,Wait,Wait,Wait
45.9,T,71620.0,4645.19238,-11818.50195,291.93,-0.10,0.04,0.3,1.62,17,7.23,9.71,15.05,97.89,291.67,0.21,4.16,100.00,0.00,Wait,Wait,Wait
46.4,T,71620.5,4645.19238,-11818.50195,291.85,-0.07,0.01,0.3,1.62,17,7.22,9.72,15.04,97.89,291.76,0.20,4.15,99.93,0.00,Wait,Wait,Wait
46.9,T,71621.0,4645.19238,-11818.50195,291.79,-0.03,0.05,0.3,1.62,17,7.20,9.73,15.04,97.89,291.59,0.07,4.16,100.00,0.00,Wait,Wait,Wait
47.4,T,71621.5,4645.19238,-11818.50195,291.76,-0.08,0.07,0.3,1.62,17,7.19,9.74,15.03,97.89,291.67,0.09,4.16,100.00,0.00,Wait,Wait,Wait
47.9,T,71622.0,4645.19238,-11818.50195,291.79,-0.07,0.00,0.3,1.62,17,7.18,9.75,15.03,97.89,291.76,0.11,4.16,100.00,0.00,Wait,Wait,Wait
48.4,T,71622.5,4645.19238,-11818.50195,291.79,-0.01,0.01,0.3,1.62,17,7.17,9.76,15.03,97.89,291.59,-0.00,4.16,100.00,0.00,Wait,Wait,Wait
48.9,T,71623.0,4645.19238,-11818.50195,291.82,-0.03,0.01,0.3,1.61,18,7.16,9.78,15.03,97.90,290.81,-0.39,4.15,99.93,0.00,Wait,Wait,Wait
49.4,T,71623.5,4645.19238,-11818.50195,291.85,-0.03,0.01,0.3,1.61,18,7.15,9.79,15.02,97.90,290.98,-0.21,4.16,100.00,0.00,Wait,Wait,Wait
49.9,T,71624.0,4645.19238,-11818.50195,291.86,-0.03,0.00,0.3,1.61,18,7.14,9.80,15.02,97.89,291.50,0.11,4.16,100.00,0.00,Wait,Wait,Wait
50.4,T,71624.5,4645.19238,-11818.50195,291.87,-0.03,0.00,0.3,1.61,18,7.14,9.81,15.02,97.89,291.41,0.04,4.16,99.98,0.00,Wait,Wait,Wait
50.9,T,71625.0,4645.19238,-11818.50195,291.90,-0.04,0.01,0.3,1.60,17,7.13,9.82,15.02,97.89,291.16,-0.10,4.16,100.00,0.00,Wait,Wait,Wait
51.4,T,71625.5,4645.19238,-11818.50195,291.91,-0.00,0.01,0.3,1.60,17,7.13,9.83,15.02,97.88,292.53,0.61,4.16,100.00,0.00,Wait,Wait,Wait
51.9,T,71626.0,4645.19238,-11818.50195,291.91,0.00,0.01,0.3,1.60,17,7.12,9.84,15.01,97.89,291.93,0.16,4.16,100.00,0.00,Wait,Wait,Wait
52.4,T,71626.5,4645.19238,-11818.50195,291.91,-0.04,0.02,0.3,1.60,20,7.12,9.85,15.02,97.89,291.41,-0.14,4.16,100.00,0.00,Wait,Wait,Wait
52.9,T,71627.0,4645.19238,-11818.50195,291.92,0.03,0.02,0.3,1.60,20,7.11,9.86,15.01,97.89,291.84,0.10,4.16,100.00,0.00,Wait,Wait,Wait
53.4,T,71627.5,4645.19238,-11818.50195,291.93,-0.00,0.02,0.3,1.60,20,7.11,9.87,15.01,97.89,291.50,-0.10,4.16,100.00,0.00,Wait,Wait,Wait
53.9,T,71628.0,4645.19189,-11818.50195,291.93,0.00,0.02,0.3,1.60,20,7.11,9.88,15.02,97.89,291.16,-0.25,4.16,100.00,0.00,Wait,Wait,Wait
54.4,T,71628.5,4645.19189,-11818.50195,292.00,-0.01,0.03,0.3,1.60,20,7.11,9.90,14.99,97.89,291.24,-0.15,4.15,99.93,0.00,Wait,Wait,Wait
54.9,T,71629.0,4645.19189,-11818.50195,292.02,-0.03,0.04,0.3,1.60,20,7.11,9.91,15.01,97.89,291.50,0.01,4.15,99.93,0.00,Wait,Wait,Wait
55.4,T,71629.5,4645.19189,-11818.50195,292.06,-0.01,0.01,0.3,1.60,20,7.11,9.92,15.01,97.89,291.76,0.15,4.16,99.98,0.00,Wait,Wait,Wait
55.9,T,71630.0,4645.19189,-11818.50195,292.11,-0.05,0.04,0.3,1.60,20,7.11,9.93,15.01,97.89,291.33,-0.11,4.15,99.93,0.00,Wait,Wait,Wait
56.4,T,71630.5,4645.19189,-11818.50195,292.11,-0.02,0.01,0.3,1.51,20,7.11,9.94,15.01,97.89,291.33,-0.08,4.15,99.93,0.00,Wait,Wait,Wait
56.9,T,71631.0,4645.19189,-11818.50195,292.07,-0.02,0.01,0.3,1.51,20,7.11,9.94,15.01,97.89,291.33,-0.06,4.15,99.93,0.00,Wait,Wait,Wait
57.4,T,71631.5,4645.19238,-11818.50195,292.05,-0.01,0.03,0.3,1.51,20,7.11,9.95,15.00,97.88,292.10,0.36,4.16,100.00,0.00,Wait,Wait,Wait
57.9,T,71632.0,4645.19238,-11818.50195,292.00,-0.04,0.02,0.3,1.51,20,7.12,9.97,15.01,97.90,290.98,-0.29,4.16,100.00,0.00,Wait,Wait,Wait
58.4,T,71632.5,4645.19238,-11818.50195,291.97,-0.07,0.02,0.3,1.51,20,7.12,9.98,15.01,97.89,291.16,-0.13,4.17,100.00,0.00,Wait,Wait,Wait
58.9,T,71633.0,4645.19238,-11818.50195,291.93,-0.07,0.02,0.3,1.51,20,7.12,9.99,15.00,97.89,291.76,0.19,4.16,100.00,0.00,Wait,Wait,Wait
59.4,T,71633.5,4645.19238,-11818.50195,291.89,-0.06,0.02,0.3,1.51,20,7.13,10.00,15.01,97.89,291.50,0.01,4.16,100.00,0.00,Wait,Wait,Wait
59.9,T,71634.0,4645.19238,-11818.50195,291.91,-0.00,0.03,0.3,1.51,20,7.14,10.01,15.01,97.89,291.41,-0.04,4.16,100.00,0.00,Wait,Wait,Wait
60.4,T,71634.5,4645.19238,-11818.50195,291.95,0.03,0.04,0.3,1.51,20,7.14,10.03,15.01,97.89,291.50,0.02,4.15,99.93,0.00,Wait,Wait,Wait
60.9,T,71635.0,4645.19238,-11818.50195,292.01,0.01,0.02,0.3,1.51,20,7.15,10.04,15.02,97.89,291.50,0.01,4.16,100.00,0.00,Wait,Wait,Wait
61.4,T,71635.5,4645.19238,-11818.50195,292.02,-0.06,0.02,0.3,1.50,20,7.15,10.04,15.01,97.89,291.59,0.05,4.16,100.00,0.00,Wait,Wait,Wait
61.9,T,71636.0,4645.19238,-11818.50195,292.07,0.01,0.02,0.3,1.50,20,7.16,10.05,15.02,97.89,291.33,-0.09,4.15,99.93,0.00,Wait,Wait,Wait
62.4,T,71636.5,4645.19238,-11818.50195,292.12,-0.01,0.01,0.3,1.50,20,7.17,10.06,15.03,97.89,291.50,0.02,4.16,100.00,0.00,Wait,Wait,Wait
62.9,T,71637.0,4645.19238,-11818.50195,292.17,0.00,0.01,0.3,1.50,20,7.18,10.06,15.02,97.89,291.33,-0.07,4.16,100.00,0.00,Wait,Wait,Wait
63.4,T,71637.5,4645.19238,-11818.50195,292.22,0.02,0.03,0.3,1.50,20,7.18,10.08,15.02,97.89,291.67,0.13,4.16,100.00,0.00,Wait,Wait,Wait
63.9,T,71638.0,4645.19189,-11818.50195,292.26,0.00,0.01,0.3,1.50,20,7.19,10.08,15.03,97.89,291.33,-0.07,4.16,100.00,0.00,Wait,Wait,Wait
64.4,T,71638.5,4645.19189,-11818.50195,292.28,-0.01,0.01,0.3,1.50,20,7.20,10.09,15.02,97.88,292.19,0.38,4.15,99.93,0.00,Wait,Wait,Wait
64.9,T,71639.0,4645.19189,-11818.50195,292.32,-0.04,0.00,0.3,1.50,20,7.20,10.11,15.02,97.89,291.33,-0.13,4.16,100.00,0.00,Wait,Wait,Wait
65.4,T,71639.5,4645.19189,-11818.50195,292.27,-0.08,0.06,0.3,1.50,20,7.21,10.12,15.03,97.88,292.10,0.30,4.16,100.00,0.00,Wait,Wait,Wait
65.9,T,71640.0,4645.19189,-11818.50195,292.26,-0.04,0.02,0.3,1.50,20,7.22,10.13,15.03,97.89,291.50,-0.08,4.16,99.98,0.00,Wait,Wait,Wait
66.4,T,71640.5,4645.19189,-11818.50195,292.26,-0.04,0.03,0.3,1.50,20,7.23,10.13,15.03,97.90,290.90,-0.36,4.16,99.98,0.00,Wait,Wait,Wait
66.9,T,71641.0,4645.19189,-11818.50195,292.20,-0.03,0.03,0.3,1.50,20,7.24,10.14,15.04,97.89,291.59,0.07,4.16,100.00,0.00,Wait,Wait,Wait
67.4,T,71641.5,4645.19189,-11818.50195,292.22,-0.01,0.02,0.3,1.50,20,7.25,10.15,15.03,97.89,291.67,0.10,4.16,100.00,0.00,Wait,Wait,Wait
67.9,T,71642.0,4645.19189,-11818.50195,292.23,-0.03,0.03,0.3,1.50,20,7.25,10.16,15.04,97.89,291.67,0.07,4.16,99.98,0.00,Wait,Wait,Wait
68.4,T,71642.5,4645.19189,-11818.50195,292.23,-0.03,0.02,0.3,1.50,20,7.26,10.16,15.04,97.89,291.24,-0.16,4.15,99.93,0.00,Wait,Wait,Wait
68.9,T,71643.0,4645.19189,-11818.50195,292.24,-0.05,0.02,0.3,1.50,20,7.27,10.17,15.04,97.89,291.59,0.04,4.16,100.00,0.00,Wait,Wait,Wait
69.4,T,71643.5,4645.19189,-11818.50195,292.23,-0.02,0.00,0.3,1.50,20,7.28,10.17,15.04,97.90,290.90,-0.33,4.16,100.00,0.00,Wait,Wait,Wait
69.9,T,71644.0,4645.19189,-11818.50195,292.24,0.02,0.02,0.3,1.50,20,7.28,10.18,15.05,97.89,291.59,0.09,4.16,100.00,0.00,Wait,Wait,Wait
70.4,T,71644.5,4645.19189,-11818.50195,292.28,-0.02,0.03,0.3,1.50,20,7.29,10.19,15.05,97.88,292.19,0.37,4.16,100.00,0.00,Wait,Wait,Wait
70.9,T,71645.0,4645.19189,-11818.50195,292.29,0.03,0.04,0.3,1.50,20,7.30,10.19,15.05,97.89,291.33,-0.14,4.15,99.93,0.00,Wait,Wait,Wait
71.4,T,71645.5,4645.19189,-11818.50195,292.29,0.01,0.03,0.3,1.50,20,7.30,10.20,15.06,97.89,291.33,-0.10,4.16,99.98,0.00,Wait,Wait,Wait
71.9,T,71646.0,4645.19189,-11818.50195,292.27,-0.02,0.01,0.3,1.50,20,7.31,10.21,15.05,97.88,292.10,0.31,4.15,99.87,0.00,Wait,Wait,Wait
72.4,T,71646.5,4645.19189,-11818.50195,292.24,-0.04,0.01,0.3,1.50,20,7.31,10.22,15.06,97.89,291.16,-0.24,4.15,99.87,0.00,Wait,Wait,Wait
72.9,T,71647.0,4645.19189,-11818.50195,292.22,-0.03,0.00,0.3,1.50,20,7.32,10.23,15.06,97.89,291.16,-0.18,4.16,100.00,0.00,Wait,Wait,Wait
73.4,T,71647.5,4645.19189,-11818.50195,292.30,0.05,0.05,0.3,1.50,20,7.33,10.23,15.06,97.89,291.84,0.22,4.16,100.00,0.00,Wait,Wait,Wait
73.9,T,71648.0,4645.19189,-11818.50195,292.38,0.01,0.03,0.3,1.50,20,7.33,10.24,15.07,97.89,291.67,0.08,4.16,100.00,0.00,Wait,Wait,Wait
74.4,T,71648.5,4645.19189,-11818.50195,292.48,-0.00,0.01,0.3,1.50,20,7.34,10.25,15.07,97.90,290.81,-0.37,4.16,100.00,0.00,Wait,Wait,Wait
74.9,T,71649.0,4645.19189,-11818.50195,292.59,-0.03,0.01,0.3,1.50,20,7.34,10.25,15.08,97.89,291.76,0.18,4.16,100.00,0.00,Wait,Wait,Wait
75.4,T,71649.5,4645.19189,-11818.50195,292.65,-0.04,0.02,0.3,1.50,20,7.35,10.25,15.07,97.89,291.76,0.13,4.16,99.98,0.00,Wait,Wait,Wait
75.9,T,71650.0,4645.19189,-11818.50195,292.77,-0.06,0.04,0.3,1.50,20,7.35,10.25,15.08,97.89,291.24,-0.16,4.16,100.00,0.00,Wait,Wait,Wait
76.4,T,71650.5,4645.19189,-11818.50195,292.87,-0.02,0.01,0.3,1.50,20,7.36,10.26,15.08,97.89,291.24,-0.12,4.16,99.98,0.00,Wait,Wait,Wait
76.9,T,71651.0,4645.19189,-11818.50195,292.99,0.01,0.01,0.3,1.50,20,7.37,10.26,15.09,97.90,290.90,-0.25,4.15,99.93,0.00,Wait,Wait,Wait
77.4,T,71651.5,4645.19189,-11818.50195,293.06,0.01,0.02,0.3,1.50,20,7.37,10.27,15.09,97.89,291.16,-0.05,4.16,100.00,0.00,Wait,Wait,Wait
77.9,T,71652.0,4645.19189,-11818.50195,293.12,0.02,0.01,0.3,1.50,20,7.38,10.27,15.09,97.89,291.16,-0.04,4.16,100.00,0.00,Wait,Wait,Wait
78.4,T,71652.5,4645.19189,-11818.50195,293.14,-0.05,0.02,0.3,1.50,20,7.38,10.28,15.09,97.89,291.41,0.10,4.16,100.00,0.00,Wait,Wait,Wait
78.9,T,71653.0,4645.19189,-11818.50195,293.19,-0.02,0.01,0.3,1.50,20,7.39,10.28,15.10,97.89,291.16,-0.06,4.16,99.98,0.00,Wait,Wait,Wait
79.4,T,71653.5,4645.19189,-11818.50195,293.23,-0.04,0.01,0.3,1.50,20,7.40,10.28,15.10,97.90,290.64,-0.30,4.15,99.87,0.00,Wait,Wait,Wait
79.9,T,71654.0,4645.19189,-11818.50195,293.22,-0.05,0.02,0.3,1.49,20,7.40,10.29,15.11,97.90,290.90,-0.10,4.16,100.00,0.00,Wait,Wait,Wait
80.4,T,71654.5,4645.19189,-11818.50195,293.24,-0.05,0.01,0.3,1.49,20,7.41,10.29,15.11,97.89,291.33,0.15,4.16,99.98,0.00,Wait,Wait,Wait
