TimeElapsed,gpsLock,TimeLocal,Lat,Long,Alt,RoC,GndSpd,GndCrs,Acc,nSats,ExtTemp,BatTemp,IntTemp,Pres,PresAlt,PresRoC,BatVolt,BatCap,BatHeat,StateParachute,StateUpperCut,StateLowerCut
757.4,T,72811.5,4645.19092,-11818.50293,295.98,0.07,0.01,182.0,1.56,20,7.37,10.70,18.95,97.89,291.33,0.09,4.15,99.63,0.00,Wait,Wait,Wait
757.9,T,72812.0,4645.19043,-11818.50293,295.99,0.04,0.01,182.0,1.56,20,7.37,10.70,18.96,97.89,291.16,-0.01,4.15,99.75,0.00,Wait,Wait,Wait
758.4,T,72812.5,4645.19043,-11818.50293,295.96,0.00,0.01,182.0,1.56,20,7.37,10.71,18.95,97.89,291.50,0.17,4.15,99.81,0.00,Wait,Wait,Wait
758.9,T,72813.0,4645.19043,-11818.50293,295.91,0.03,0.06,182.0,1.56,20,7.37,10.71,18.96,97.90,290.38,-0.41,4.15,99.52,0.00,Wait,Wait,Wait
759.4,T,72813.5,4645.19043,-11818.50293,295.87,-0.01,0.05,182.0,1.56,20,7.37,10.70,18.96,97.90,290.90,-0.04,4.15,99.75,0.00,Wait,Wait,Wait
759.9,T,72814.0,4645.19043,-11818.50293,295.88,0.03,0.03,182.0,1.56,20,7.37,10.70,18.96,97.89,291.24,0.14,4.15,99.75,0.00,Wait,Wait,Wait
760.4,T,72814.5,4645.19043,-11818.50293,295.86,0.03,0.02,182.0,1.56,20,7.37,10.70,18.96,97.89,291.07,0.02,4.15,99.69,0.00,Wait,Wait,Wait
760.9,T,72815.0,4645.19043,-11818.50293,295.85,0.01,0.02,182.0,1.56,20,7.37,10.70,18.96,97.90,290.81,-0.11,4.15,99.75,0.00,Wait,Wait,Wait
761.4,T,72815.5,4645.19043,-11818.50293,295.86,0.01,0.02,182.0,1.56,20,7.37,10.70,18.96,97.90,290.81,-0.08,4.15,99.69,0.00,Wait,Wait,Wait
761.9,T,72816.0,4645.19043,-11818.50293,295.87,-0.00,0.02,182.0,1.56,20,7.37,10.70,18.97,97.89,291.33,0.19,4.15,99.69,0.00,Wait,Wait,Wait
762.4,T,72816.5,4645.19043,-11818.50293,295.86,-0.02,0.01,182.0,1.56,20,7.36,10.71,18.97,97.90,290.73,-0.16,4.15,99.58,0.00,Wait,Wait,Wait
762.9,T,72817.0,4645.19043,-11818.50293,295.88,0.04,0.02,182.0,1.56,20,7.36,10.70,18.97,97.89,291.16,0.09,4.15,99.69,0.00,Wait,Wait,Wait
763.4,T,72817.5,4645.19043,-11818.50293,295.86,0.04,0.01,182.0,1.56,20,7.36,10.70,18.97,97.90,290.90,-0.07,4.15,99.75,0.00,Wait,Wait,Wait
763.9,T,72818.0,4645.19043,-11818.50293,295.77,-0.03,0.04,182.0,1.55,20,7.36,10.70,18.97,97.90,290.81,-0.10,4.15,99.93,0.00,Wait,Wait,Wait
764.4,T,72818.5,4645.19043,-11818.50293,295.79,0.01,0.03,182.0,1.56,20,7.36,10.70,18.97,97.90,290.90,-0.03,4.15,99.81,0.00,Wait,Wait,Wait
764.9,T,72819.0,4645.19043,-11818.50293,295.77,0.01,0.05,182.0,1.56,20,7.36,10.70,18.98,97.90,290.81,-0.06,4.15,99.63,0.00,Wait,Wait,Wait
765.4,T,72819.5,4645.19043,-11818.50293,295.74,0.03,0.01,182.0,1.64,20,7.36,10.70,18.97,97.89,291.50,0.31,4.15,99.75,0.00,Wait,Wait,Wait
765.9,T,72820.0,4645.19043,-11818.50293,295.74,0.12,0.09,182.0,1.64,20,7.36,10.70,18.98,97.90,290.81,-0.11,4.15,99.75,0.00,Wait,Wait,Wait
766.4,T,72820.5,4645.19043,-11818.50293,295.74,-0.01,0.03,182.0,1.64,19,7.35,10.70,18.98,97.89,291.07,0.04,4.14,99.46,0.00,Wait,Wait,Wait
766.9,T,72821.0,4645.19043,-11818.50293,295.73,0.01,0.01,182.0,1.64,19,7.35,10.70,18.98,97.90,290.98,-0.01,4.15,99.69,0.00,Wait,Wait,Wait
767.4,T,72821.5,4645.19043,-11818.50293,295.77,-0.05,0.01,182.0,1.64,19,7.35,10.70,18.98,97.90,290.64,-0.19,4.14,99.46,0.00,Wait,Wait,Wait
767.9,T,72822.0,4645.19043,-11818.50293,295.76,0.01,0.01,182.0,1.64,20,7.35,10.70,18.99,97.89,291.16,0.12,4.15,99.63,0.00,Wait,Wait,Wait
768.4,T,72822.5,4645.19043,-11818.50293,295.65,-0.09,0.04,182.0,1.64,20,7.35,10.70,18.99,97.90,290.81,-0.08,4.15,99.75,0.00,Wait,Wait,Wait
768.9,T,72823.0,4645.19043,-11818.50293,295.67,-0.01,0.04,182.0,1.64,20,7.35,10.70,18.99,97.90,290.55,-0.18,4.15,99.69,0.00,Wait,Wait,Wait
769.4,T,72823.5,4645.19043,-11818.50293,295.58,-0.03,0.06,182.0,1.64,20,7.35,10.70,18.99,97.90,290.30,-0.27,4.15,99.69,0.00,Wait,Wait,Wait
769.9,T,72824.0,4645.19043,-11818.50195,295.77,0.19,0.32,163.9,1.55,19,7.35,10.70,18.99,97.90,290.90,0.10,4.15,99.58,0.00,Wait,Wait,Wait
770.4,T,72824.5,4645.18994,-11818.50293,295.75,-0.07,0.29,197.0,1.55,19,7.35,10.70,18.99,97.89,291.41,0.33,4.15,99.58,0.00,Wait,Wait,Wait
770.9,T,72825.0,4645.18994,-11818.50293,296.11,0.31,0.54,181.6,1.55,20,7.35,10.70,18.99,97.90,290.38,-0.25,4.15,99.75,0.00,Wait,Wait,Wait
771.4,T,72825.5,4645.18994,-11818.50195,296.17,-0.10,0.67,138.5,1.55,20,7.35,10.70,18.99,97.89,291.59,0.43,4.15,99.52,0.00,Wait,Wait,Wait
771.9,T,72826.0,4645.18994,-11818.50195,295.95,-0.51,0.17,132.1,1.55,20,7.35,10.70,18.99,97.89,291.16,0.11,4.15,99.58,0.00,Wait,Wait,Wait
772.4,T,72826.5,4645.18994,-11818.50195,295.75,-0.16,0.11,132.1,1.55,20,7.35,10.70,19.00,97.90,290.81,-0.09,4.15,99.58,0.00,Wait,Wait,Wait
772.9,T,72827.0,4645.18994,-11818.50195,296.12,-0.02,0.04,132.1,1.55,20,7.35,10.70,19.00,97.90,290.55,-0.19,4.15,99.75,0.00,Wait,Wait,Wait
773.4,T,72827.5,4645.18994,-11818.50195,296.48,-0.01,0.03,132.1,1.47,20,7.34,10.70,19.00,97.89,291.16,0.17,4.15,99.58,0.00,Wait,Wait,Wait
773.9,T,72828.0,4645.18994,-11818.50195,296.84,-0.01,0.05,132.1,1.47,20,7.34,10.70,19.00,97.89,291.24,0.17,4.15,99.52,0.00,Wait,Wait,Wait
774.4,T,72828.5,4645.18994,-11818.50195,297.14,0.01,0.00,132.1,1.46,20,7.34,10.70,19.00,97.89,291.41,0.21,4.15,99.75,0.00,Wait,Wait,Wait
774.9,T,72829.0,4645.18994,-11818.50195,297.41,0.00,0.02,132.1,1.46,20,7.34,10.70,19.00,97.90,290.81,-0.13,4.15,99.69,0.00,Wait,Wait,Wait
775.4,T,72829.5,4645.18994,-11818.50195,297.64,0.06,0.05,132.1,1.46,20,7.34,10.70,19.00,97.90,290.81,-0.10,4.15,99.75,0.00,Wait,Wait,Wait
775.9,T,72830.0,4645.18994,-11818.50195,297.79,-0.02,0.02,132.1,1.46,19,7.34,10.70,19.00,97.90,290.90,-0.03,4.15,99.75,0.00,Wait,Wait,Wait
776.4,T,72830.5,4645.18994,-11818.50195,297.91,-0.01,0.03,132.1,1.46,19,7.34,10.70,19.01,97.90,290.47,-0.23,4.15,99.58,0.00,Wait,Wait,Wait
776.9,T,72831.0,4645.18994,-11818.50195,297.99,-0.01,0.01,132.1,1.38,19,7.34,10.70,19.01,97.90,290.47,-0.17,4.15,99.63,0.00,Wait,Wait,Wait
777.4,T,72831.5,4645.18994,-11818.50195,298.09,-0.03,0.01,132.1,1.38,19,7.34,10.70,19.01,97.89,291.24,0.27,4.15,99.58,0.00,Wait,Wait,Wait
777.9,T,72832.0,4645.18994,-11818.50195,298.22,-0.01,0.03,132.1,1.38,19,7.34,10.70,19.01,97.90,290.81,-0.01,4.15,99.69,0.00,Wait,Wait,Wait
778.4,T,72832.5,4645.18994,-11818.50195,298.34,0.02,0.01,132.1,1.38,19,7.34,10.70,19.01,97.90,290.98,0.08,4.15,99.81,0.00,Wait,Wait,Wait
778.9,T,72833.0,4645.18994,-11818.50195,298.44,0.01,0.01,132.1,1.38,19,7.34,10.70,19.02,97.90,290.90,0.02,4.15,99.58,0.00,Wait,Wait,Wait
779.4,T,72833.5,4645.18994,-11818.50195,298.56,0.05,0.02,132.1,1.38,19,7.34,10.70,19.02,97.89,291.16,0.14,4.15,99.69,0.00,Wait,Wait,Wait
779.9,T,72834.0,4645.18994,-11818.50195,298.66,0.04,0.01,132.1,1.38,19,7.34,10.70,19.02,97.90,290.55,-0.20,4.15,99.69,0.00,Wait,Wait,Wait
780.4,T,72834.5,4645.18994,-11818.50195,298.72,0.03,0.03,132.1,1.38,19,7.34,10.70,19.03,97.90,290.38,-0.23,4.15,99.63,0.00,Wait,Wait,Wait
780.9,T,72835.0,4645.18994,-11818.50195,298.73,0.01,0.03,132.1,1.38,19,7.33,10.70,19.02,97.90,290.90,0.07,4.15,99.52,0.00,Wait,Wait,Wait
781.4,T,72835.5,4645.18994,-11818.50195,298.73,0.01,0.05,132.1,1.38,19,7.33,10.70,19.02,97.90,290.81,0.01,4.15,99.52,0.00,Wait,Wait,Wait
781.9,T,72836.0,4645.18994,-11818.50195,298.80,0.07,0.05,132.1,1.38,19,7.33,10.70,19.02,97.89,291.07,0.14,4.15,99.58,0.00,Wait,Wait,Wait
782.4,T,72836.5,4645.18994,-11818.50195,298.80,-0.00,0.05,132.1,1.38,19,7.33,10.70,19.03,97.90,290.64,-0.11,4.15,99.63,0.00,Wait,Wait,Wait
782.9,T,72837.0,4645.18994,-11818.50195,298.93,0.02,0.07,132.1,1.38,19,7.33,10.70,19.02,97.89,291.33,0.25,4.15,99.63,0.00,Wait,Wait,Wait
783.4,T,72837.5,4645.18994,-11818.50195,298.95,0.04,0.05,132.1,1.38,19,7.33,10.70,19.03,97.90,290.98,0.00,4.15,99.63,0.00,Wait,Wait,Wait
783.9,T,72838.0,4645.18994,-11818.50195,298.93,0.02,0.04,132.1,1.38,19,7.33,10.70,19.03,97.90,290.98,0.00,4.15,99.75,0.00,Wait,Wait,Wait
784.4,T,72838.5,4645.18994,-11818.50195,298.87,0.00,0.04,132.1,1.38,19,7.33,10.70,19.03,97.90,290.73,-0.13,4.15,99.69,0.00,Wait,Wait,Wait
784.9,T,72839.0,4645.18994,-11818.50195,298.85,0.04,0.02,132.1,1.39,19,7.33,10.70,19.03,97.90,290.64,-0.14,4.15,99.69,0.00,Wait,Wait,Wait
785.4,T,72839.5,4645.18994,-11818.50195,298.67,-0.12,0.56,157.5,1.39,19,7.33,10.70,19.04,97.90,290.47,-0.19,4.15,99.93,0.00,Wait,Wait,Wait
785.9,T,72840.0,4645.18994,-11818.50195,298.61,-0.05,0.03,157.5,1.39,19,7.33,10.70,19.04,97.89,291.16,0.20,4.15,99.69,0.00,Wait,Wait,Wait
786.4,T,72840.5,4645.18994,-11818.50195,298.50,-0.06,0.01,157.5,1.39,19,7.33,10.70,19.03,97.89,291.16,0.15,4.15,99.58,0.00,Wait,Wait,Wait
786.9,T,72841.0,4645.18994,-11818.50195,298.35,-0.07,0.04,157.5,1.31,19,7.33,10.70,19.04,97.90,290.81,-0.06,4.15,99.75,0.00,Wait,Wait,Wait
787.4,T,72841.5,4645.18994,-11818.50195,298.23,-0.01,0.05,157.5,1.31,19,7.33,10.70,19.04,97.89,291.59,0.36,4.15,99.69,0.00,Wait,Wait,Wait
787.9,T,72842.0,4645.18994,-11818.50195,298.17,-0.04,0.00,157.5,1.31,19,7.33,10.70,19.04,97.89,291.16,0.06,4.15,99.52,0.00,Wait,Wait,Wait
788.4,T,72842.5,4645.18994,-11818.50195,298.07,-0.04,0.02,157.5,1.31,19,7.33,10.70,19.05,97.91,290.12,-0.47,4.15,99.75,0.00,Wait,Wait,Wait
788.9,T,72843.0,4645.18994,-11818.50195,297.95,-0.02,0.05,157.5,1.31,19,7.33,10.70,19.05,97.90,290.90,0.02,4.15,99.52,0.00,Wait,Wait,Wait
789.4,T,72843.5,4645.18994,-11818.50195,297.86,0.06,0.04,157.5,1.31,19,7.33,10.70,19.05,97.90,290.55,-0.16,4.15,99.52,0.00,Wait,Wait,Wait
789.9,T,72844.0,4645.18994,-11818.50195,297.75,0.03,0.03,157.5,1.31,19,7.33,10.70,19.05,97.90,290.98,0.10,4.15,99.63,0.00,Wait,Wait,Wait
790.4,T,72844.5,4645.19043,-11818.50195,297.61,-0.01,0.09,157.5,1.31,19,7.33,10.70,19.05,97.90,290.30,-0.27,4.15,99.81,0.00,Wait,Wait,Wait
790.9,T,72845.0,4645.19043,-11818.50195,297.55,0.06,0.04,157.5,1.31,19,7.33,10.70,19.05,97.90,290.81,0.05,4.15,99.75,0.00,Wait,Wait,Wait
791.4,T,72845.5,4645.19043,-11818.50195,297.48,0.00,0.06,157.5,1.31,19,7.33,10.70,19.05,97.89,291.07,0.17,4.15,99.63,0.00,Wait,Wait,Wait
791.9,T,72846.0,4645.19043,-11818.50195,297.32,-0.02,0.03,157.5,1.31,19,7.33,10.70,19.05,97.90,290.73,-0.04,4.15,99.63,0.00,Wait,Wait,Wait
792.4,T,72846.5,4645.19043,-11818.50195,297.12,-0.02,0.03,157.5,1.31,19,7.33,10.70,19.06,97.89,291.41,0.31,4.15,99.52,0.00,Wait,Wait,Wait
792.9,T,72847.0,4645.19043,-11818.50195,296.95,-0.02,0.05,157.5,1.31,19,7.33,10.70,19.06,97.89,291.24,0.15,4.15,99.52,0.00,Wait,Wait,Wait
793.4,T,72847.5,4645.19043,-11818.50195,296.87,0.03,0.08,157.5,1.31,19,7.33,10.69,19.06,97.90,290.98,-0.02,4.15,99.58,0.00,Wait,Wait,Wait
793.9,T,72848.0,4645.19043,-11818.50098,296.73,-0.01,0.07,157.5,1.30,19,7.33,10.69,19.06,97.90,290.55,-0.23,4.15,99.81,0.00,Wait,Wait,Wait
794.4,T,72848.5,4645.19043,-11818.50098,296.53,-0.02,0.07,157.5,1.30,20,7.33,10.69,19.06,97.90,290.90,0.01,4.15,99.63,0.00,Wait,Wait,Wait
794.9,T,72849.0,4645.19043,-11818.50098,296.43,0.00,0.24,157.5,1.30,19,7.33,10.69,19.06,97.90,290.90,0.00,4.15,99.63,0.00,Wait,Wait,Wait
795.4,T,72849.5,4645.19043,-11818.50098,296.36,0.05,0.05,157.5,1.31,19,7.33,10.69,19.07,97.90,290.64,-0.13,4.15,99.58,0.00,Wait,Wait,Wait
795.9,T,72850.0,4645.19043,-11818.50098,296.25,0.00,0.05,157.5,1.32,19,7.33,10.69,19.06,97.90,290.38,-0.23,4.15,99.58,0.00,Wait,Wait,Wait
796.4,T,72850.5,4645.19043,-11818.50098,296.05,0.02,0.04,157.5,1.32,19,7.33,10.69,19.07,97.90,290.90,0.09,4.15,99.75,0.00,Wait,Wait,Wait
796.9,T,72851.0,4645.19043,-11818.50098,295.92,0.04,0.02,157.5,1.32,19,7.34,10.69,19.07,97.89,291.33,0.28,4.15,99.69,0.00,Wait,Wait,Wait
797.4,T,72851.5,4645.19043,-11818.50098,295.86,0.02,0.02,157.5,1.33,19,7.34,10.69,19.07,97.90,290.73,-0.10,4.15,99.69,0.00,Wait,Wait,Wait
797.9,T,72852.0,4645.19043,-11818.50098,295.71,-0.04,0.05,157.5,1.33,19,7.34,10.69,19.07,97.90,290.98,0.05,4.15,99.69,0.00,Wait,Wait,Wait
798.4,T,72852.5,4645.19043,-11818.50098,295.51,-0.07,0.17,157.5,1.33,19,7.34,10.69,19.08,97.90,290.73,-0.09,4.15,99.63,0.00,Wait,Wait,Wait
798.9,T,72853.0,4645.19043,-11818.50098,295.31,-0.09,0.03,157.5,1.33,19,7.34,10.69,19.07,97.90,290.47,-0.19,4.15,99.69,0.00,Wait,Wait,Wait
799.4,T,72853.5,4645.19043,-11818.50098,295.11,-0.01,0.02,157.5,1.33,19,7.34,10.69,19.08,97.90,290.98,0.12,4.15,99.69,0.00,Wait,Wait,Wait
799.9,T,72854.0,4645.19043,-11818.50098,294.89,-0.01,0.05,157.5,1.33,19,7.34,10.69,19.08,97.90,290.81,0.00,4.15,99.87,0.00,Wait,Wait,Wait
800.4,T,72854.5,4645.19092,-11818.50098,294.68,-0.02,0.04,157.5,1.33,19,7.34,10.69,19.08,97.90,290.38,-0.21,4.15,99.63,0.00,Wait,Wait,Wait
800.9,T,72855.0,4645.19092,-11818.50098,294.54,-0.02,0.03,157.5,1.33,19,7.34,10.69,19.08,97.90,290.90,0.09,4.15,99.52,0.00,Wait,Wait,Wait
801.4,T,72855.5,4645.19092,-11818.50098,294.43,-0.02,0.04,157.5,1.33,19,7.34,10.69,19.08,97.90,290.98,0.11,4.15,99.58,0.00,Wait,Wait,Wait
801.9,T,72856.0,4645.19092,-11818.50098,294.32,-0.05,0.08,157.5,1.33,20,7.34,10.69,19.09,97.90,290.47,-0.18,4.15,99.58,0.00,Wait,Wait,Wait
802.4,T,72856.5,4645.19092,-11818.50098,294.24,0.01,0.03,157.5,1.32,20,7.35,10.69,19.09,97.90,290.90,0.08,4.15,99.69,0.00,Wait,Wait,Wait
802.9,T,72857.0,4645.19092,-11818.50098,294.10,-0.02,0.04,157.5,1.32,20,7.35,10.69,19.08,97.90,290.98,0.10,4.14,99.46,0.00,Wait,Wait,Wait
803.4,T,72857.5,4645.19092,-11818.50098,294.08,0.01,0.04,157.5,1.32,20,7.35,10.69,19.09,97.90,290.81,-0.01,4.15,99.69,0.00,Wait,Wait,Wait
803.9,T,72858.0,4645.19092,-11818.50098,294.01,-0.04,0.07,157.5,1.32,19,7.35,10.69,19.09,97.89,291.07,0.12,4.15,99.75,0.00,Wait,Wait,Wait
804.4,T,72858.5,4645.19092,-11818.50098,293.96,-0.03,0.01,157.5,1.32,19,7.35,10.69,19.09,97.90,290.90,0.01,4.15,99.93,0.00,Wait,Wait,Wait
804.9,T,72859.0,4645.19092,-11818.50098,294.00,0.03,0.01,157.5,1.33,19,7.35,10.69,19.09,97.90,290.73,-0.08,4.15,99.63,0.00,Wait,Wait,Wait
805.4,T,72859.5,4645.19092,-11818.50098,294.00,-0.03,0.07,157.5,1.33,19,7.35,10.69,19.09,97.89,291.07,0.12,4.15,99.58,0.00,Wait,Wait,Wait
805.9,T,72900.0,4645.19092,-11818.50098,294.05,0.04,0.05,157.5,1.33,19,7.35,10.69,19.09,97.90,290.98,0.05,4.15,99.69,0.00,Wait,Wait,Wait
806.4,T,72900.5,4645.19092,-11818.50195,294.07,-0.02,0.04,157.5,1.33,19,7.36,10.69,19.10,97.89,291.33,0.21,4.15,99.58,0.00,Wait,Wait,Wait
806.9,T,72901.0,4645.19092,-11818.50195,294.04,-0.01,0.08,157.5,1.33,19,7.36,10.69,19.10,97.90,290.98,-0.00,4.15,99.63,0.00,Wait,Wait,Wait
807.4,T,72901.5,4645.19092,-11818.50195,294.01,-0.00,0.02,157.5,1.33,19,7.36,10.69,19.10,97.90,290.73,-0.14,4.15,99.69,0.00,Wait,Wait,Wait
807.9,T,72902.0,4645.19141,-11818.50098,294.03,-0.01,0.04,157.5,1.33,19,7.36,10.69,19.10,97.90,290.81,-0.06,4.15,99.58,0.00,Wait,Wait,Wait
808.4,T,72902.5,4645.19141,-11818.50098,294.03,0.00,0.01,157.5,1.33,19,7.36,10.69,19.10,97.89,291.07,0.08,4.15,99.58,0.00,Wait,Wait,Wait
808.9,T,72903.0,4645.19141,-11818.50098,294.03,-0.07,0.06,157.5,1.33,19,7.36,10.69,19.10,97.90,290.98,0.02,4.15,99.63,0.00,Wait,Wait,Wait
809.4,T,72903.5,4645.19141,-11818.50098,294.05,-0.06,0.01,157.5,1.33,19,7.37,10.69,19.11,97.90,290.98,0.02,4.15,99.69,0.00,Wait,Wait,Wait
809.9,T,72904.0,4645.19141,-11818.50098,294.06,-0.06,0.03,157.5,1.33,19,7.37,10.69,19.10,97.90,290.55,-0.21,4.15,99.63,0.00,Wait,Wait,Wait
810.4,T,72904.5,4645.19141,-11818.50098,294.17,-0.01,0.04,157.5,1.33,19,7.37,10.69,19.11,97.90,290.64,-0.11,4.15,99.63,0.00,Wait,Wait,Wait
810.9,T,72905.0,4645.19141,-11818.50098,294.21,0.01,0.02,157.5,1.33,19,7.37,10.69,19.11,97.90,290.64,-0.08,4.15,99.52,0.00,Wait,Wait,Wait
811.4,T,72905.5,4645.19141,-11818.50098,294.24,0.02,0.06,157.5,1.33,19,7.37,10.69,19.11,97.89,291.33,0.30,4.15,99.87,0.00,Wait,Wait,Wait
811.9,T,72906.0,4645.19141,-11818.50098,294.26,0.01,0.06,157.5,1.32,19,7.38,10.69,19.11,97.90,290.90,0.02,4.15,99.58,0.00,Wait,Wait,Wait
812.4,T,72906.5,4645.19141,-11818.50098,294.31,0.00,0.04,157.5,1.33,19,7.38,10.69,19.11,97.89,291.16,0.14,4.15,99.87,0.00,Wait,Wait,Wait
812.9,T,72907.0,4645.19141,-11818.50098,294.29,-0.02,0.05,157.5,1.33,19,7.38,10.69,19.11,97.90,290.90,-0.02,4.15,99.58,0.00,Wait,Wait,Wait
813.4,T,72907.5,4645.19141,-11818.50098,294.27,-0.03,0.06,157.5,1.31,19,7.38,10.69,19.12,97.90,290.73,-0.10,4.15,99.81,0.00,Wait,Wait,Wait
813.9,T,72908.0,4645.19141,-11818.50098,294.26,-0.07,0.02,157.5,1.30,19,7.38,10.69,19.12,97.89,291.59,0.35,4.15,99.63,0.00,Wait,Wait,Wait
814.4,T,72908.5,4645.19141,-11818.50098,294.24,-0.05,0.02,157.5,1.30,19,7.38,10.69,19.12,97.89,291.16,0.05,4.15,99.69,0.00,Wait,Wait,Wait
814.9,T,72909.0,4645.19141,-11818.50098,294.21,-0.02,0.03,157.5,1.30,19,7.38,10.69,19.12,97.90,290.98,-0.04,4.15,99.69,0.00,Wait,Wait,Wait
815.4,T,72909.5,4645.19141,-11818.50098,294.20,0.00,0.01,157.5,1.30,19,7.38,10.69,19.12,97.89,291.07,0.01,4.15,99.69,0.00,Wait,Wait,Wait
815.9,T,72910.0,4645.19141,-11818.50098,294.15,0.01,0.02,157.5,1.30,19,7.38,10.69,19.12,97.89,291.16,0.05,4.15,99.63,0.00,Wait,Wait,Wait
816.4,T,72910.5,4645.19141,-11818.50098,294.13,0.02,0.02,157.5,1.29,19,7.38,10.69,19.13,97.89,291.07,-0.00,4.15,99.69,0.00,Wait,Wait,Wait
816.9,T,72911.0,4645.19141,-11818.50098,294.12,0.01,0.05,157.5,1.30,19,7.38,10.69,19.13,97.90,290.73,-0.17,4.15,99.75,0.00,Wait,Wait,Wait
817.4,T,72911.5,4645.19141,-11818.50098,294.08,-0.03,0.05,157.5,1.30,19,7.38,10.69,19.12,97.89,291.07,0.05,4.15,99.69,0.00,Wait,Wait,Wait
817.9,T,72912.0,4645.19141,-11818.50098,294.08,0.03,0.03,157.5,1.30,19,7.38,10.69,19.13,97.90,290.81,-0.09,4.15,99.69,0.00,Wait,Wait,Wait
818.4,T,72912.5,4645.19141,-11818.50098,294.06,0.03,0.03,157.5,1.30,19,7.38,10.69,19.14,97.90,290.73,-0.11,4.15,99.58,0.00,Wait,Wait,Wait
818.9,T,72913.0,4645.19141,-11818.50098,294.08,0.01,0.01,157.5,1.29,19,7.38,10.69,19.13,97.90,290.81,-0.04,4.15,99.58,0.00,Wait,Wait,Wait
819.4,T,72913.5,4645.19141,-11818.50098,294.04,-0.04,0.05,157.5,1.29,19,7.38,10.69,19.13,97.90,290.47,-0.21,4.15,99.63,0.00,Wait,Wait,Wait
819.9,T,72914.0,4645.19141,-11818.50098,294.00,-0.01,0.03,157.5,1.29,19,7.38,10.69,19.13,97.89,291.33,0.27,4.15,99.69,0.00,Wait,Wait,Wait
820.4,T,72914.5,4645.19141,-11818.50098,293.96,0.01,0.06,157.5,1.29,19,7.38,10.69,19.13,97.90,290.81,-0.06,4.15,99.52,0.00,Wait,Wait,Wait
820.9,T,72915.0,4645.19141,-11818.50098,293.95,0.01,0.04,157.5,1.29,19,7.38,10.69,19.14,97.90,290.98,0.04,4.15,99.63,0.00,Wait,Wait,Wait
821.4,T,72915.5,4645.19141,-11818.50098,293.97,0.01,0.01,157.5,1.29,19,7.38,10.69,19.14,97.90,290.73,-0.11,4.15,99.63,0.00,Wait,Wait,Wait
821.9,T,72916.0,4645.19141,-11818.50098,293.92,-0.01,0.01,157.5,1.29,19,7.38,10.69,19.14,97.90,290.73,-0.08,4.15,99.75,0.00,Wait,Wait,Wait
822.4,T,72916.5,4645.19141,-11818.50098,293.89,0.01,0.06,157.5,1.29,19,7.39,10.69,19.14,97.89,291.16,0.15,4.15,99.75,0.00,Wait,Wait,Wait
822.9,T,72917.0,4645.19141,-11818.50098,293.81,-0.03,0.02,157.5,1.30,19,7.38,10.69,19.14,97.90,290.73,-0.09,4.15,99.63,0.00,Wait,Wait,Wait
823.4,T,72917.5,4645.19141,-11818.50098,293.71,-0.10,0.03,157.5,1.30,19,7.39,10.69,19.14,97.89,291.24,0.20,4.15,99.69,0.00,Wait,Wait,Wait
823.9,T,72918.0,4645.19141,-11818.50098,293.57,-0.09,0.05,157.5,1.30,19,7.39,10.69,19.15,97.90,290.81,-0.06,4.15,99.63,0.00,Wait,Wait,Wait
824.4,T,72918.5,4645.19141,-11818.50098,293.60,-0.06,0.04,157.5,1.30,19,7.39,10.68,19.15,97.90,290.90,-0.00,4.15,99.63,0.00,Wait,Wait,Wait
824.9,T,72919.0,4645.19141,-11818.50098,293.56,-0.12,0.00,157.5,1.31,19,7.39,10.68,19.14,97.89,291.07,0.08,4.15,99.63,0.00,Wait,Wait,Wait
825.4,T,72919.5,4645.19141,-11818.50098,293.55,-0.02,0.02,157.5,1.31,19,7.39,10.68,19.15,97.90,290.55,-0.21,4.15,99.63,0.00,Wait,Wait,Wait
825.9,T,72920.0,4645.19141,-11818.50098,293.60,0.02,0.04,157.5,1.31,19,7.39,10.68,19.15,97.90,290.55,-0.16,4.15,99.69,0.00,Wait,Wait,Wait
826.4,T,72920.5,4645.19141,-11818.50098,293.52,-0.06,0.05,157.5,1.29,19,7.39,10.68,19.15,97.90,290.81,0.01,4.15,99.63,0.00,Wait,Wait,Wait
826.9,T,72921.0,4645.19141,-11818.50000,293.49,-0.00,0.06,157.5,1.28,19,7.39,10.68,19.16,97.90,290.64,-0.07,4.15,99.63,0.00,Wait,Wait,Wait
827.4,T,72921.5,4645.19141,-11818.50000,293.53,-0.07,0.07,157.5,1.27,19,7.39,10.68,19.15,97.89,291.24,0.26,4.15,99.69,0.00,Wait,Wait,Wait
827.9,T,72922.0,4645.19141,-11818.50000,293.59,-0.02,0.04,157.5,1.27,19,7.39,10.68,19.16,97.90,290.90,0.02,4.15,99.63,0.00,Wait,Wait,Wait
828.4,T,72922.5,4645.19141,-11818.50000,293.63,0.01,0.00,157.5,1.28,19,7.39,10.68,19.16,97.89,291.50,0.32,4.15,99.63,0.00,Wait,Wait,Wait
828.9,T,72923.0,4645.19141,-11818.50000,293.68,-0.02,0.03,157.5,1.29,19,7.40,10.68,19.16,97.90,290.81,-0.09,4.15,99.69,0.00,Wait,Wait,Wait
829.4,T,72923.5,4645.19141,-11818.50000,293.67,0.03,0.04,157.5,1.30,19,7.40,10.68,19.16,97.89,291.84,0.46,4.15,99.58,0.00,Wait,Wait,Wait
